Temperatura,Potencia Bombilla,Potencia Ventilador,Fecha
25.29,100,0,2025-09-04 17:16:17
24.96,100,0,2025-09-04 17:16:18
25.04,100,0,2025-09-04 17:16:19
24.88,100,0,2025-09-04 17:16:20
25.45,100,0,2025-09-04 17:16:21
24.8,100,0,2025-09-04 17:16:22
25.69,100,0,2025-09-04 17:16:23
24.96,100,0,2025-09-04 17:16:24
25.04,100,0,2025-09-04 17:16:25
25.29,100,0,2025-09-04 17:16:26
26.27,100,0,2025-09-04 17:16:27
25.2,100,0,2025-09-04 17:16:28
25.04,100,0,2025-09-04 17:16:29
25.2,100,0,2025-09-04 17:16:30
25.12,100,0,2025-09-04 17:16:31
24.8,100,0,2025-09-04 17:16:32
25.12,100,0,2025-09-04 17:16:33
25.04,100,0,2025-09-04 17:16:34
24.96,100,0,2025-09-04 17:16:35
25.37,100,0,2025-09-04 17:16:36
25.12,100,0,2025-09-04 17:16:37
25.37,100,0,2025-09-04 17:16:38
25.04,100,0,2025-09-04 17:16:39
25.78,100,0,2025-09-04 17:16:40
25.2,100,0,2025-09-04 17:16:41
25.29,100,0,2025-09-04 17:16:42
25.69,100,0,2025-09-04 17:16:43
25.78,100,0,2025-09-04 17:16:44
25.37,100,0,2025-09-04 17:16:45
25.61,100,0,2025-09-04 17:16:46
25.37,100,0,2025-09-04 17:16:47
25.53,100,0,2025-09-04 17:16:48
25.86,100,0,2025-09-04 17:16:49
25.37,100,0,2025-09-04 17:16:50
25.61,100,0,2025-09-04 17:16:51
25.61,100,0,2025-09-04 17:16:52
25.53,100,0,2025-09-04 17:16:53
25.69,100,0,2025-09-04 17:16:54
25.37,100,0,2025-09-04 17:16:55
25.69,100,0,2025-09-04 17:16:56
25.78,100,0,2025-09-04 17:16:57
25.94,100,0,2025-09-04 17:16:58
25.37,100,0,2025-09-04 17:16:58
26.19,100,0,2025-09-04 17:17:00
25.78,100,0,2025-09-04 17:17:00
26.02,100,0,2025-09-04 17:17:01
25.86,100,0,2025-09-04 17:17:02
25.78,100,0,2025-09-04 17:17:03
26.19,100,0,2025-09-04 17:17:04
26.02,100,0,2025-09-04 17:17:05
25.86,100,0,2025-09-04 17:17:06
26.02,100,0,2025-09-04 17:17:07
25.69,100,0,2025-09-04 17:17:08
26.35,100,0,2025-09-04 17:17:09
26.02,100,0,2025-09-04 17:17:10
26.02,100,0,2025-09-04 17:17:11
26.27,100,0,2025-09-04 17:17:12
26.35,100,0,2025-09-04 17:17:13
25.78,100,0,2025-09-04 17:17:14
26.35,100,0,2025-09-04 17:17:15
25.86,100,0,2025-09-04 17:17:16
26.02,70,0,2025-09-04 17:17:17
25.61,0,0,2025-09-04 17:17:18
25.69,0,0,2025-09-04 17:17:19
25.61,0,0,2025-09-04 17:17:20
25.61,0,0,2025-09-04 17:17:21
25.53,0,0,2025-09-04 17:17:22
25.61,0,0,2025-09-04 17:17:23
25.86,0,0,2025-09-04 17:17:24
25.45,0,0,2025-09-04 17:17:25
25.69,0,0,2025-09-04 17:17:26
25.78,0,0,2025-09-04 17:17:27
25.78,0,0,2025-09-04 17:17:28
25.45,0,0,2025-09-04 17:17:29
25.53,0,0,2025-09-04 17:17:30
25.53,0,0,2025-09-04 17:17:31
25.61,0,0,2025-09-04 17:17:32
25.78,0,0,2025-09-04 17:17:33
25.2,0,0,2025-09-04 17:17:34
25.61,0,0,2025-09-04 17:17:35
25.29,0,0,2025-09-04 17:17:36
25.61,0,0,2025-09-04 17:17:37
25.37,0,0,2025-09-04 17:17:38
25.94,0,0,2025-09-04 17:17:39
25.69,0,0,2025-09-04 17:17:40
25.45,0,0,2025-09-04 17:17:41
25.53,0,0,2025-09-04 17:17:42
26.02,0,0,2025-09-04 17:17:43
25.37,0,0,2025-09-04 17:17:44
25.29,0,0,2025-09-04 17:17:45
25.37,0,0,2025-09-04 17:17:46
25.2,0,0,2025-09-04 17:17:47
25.29,0,0,2025-09-04 17:17:48
25.53,0,0,2025-09-04 17:17:49
25.69,0,0,2025-09-04 17:17:50
25.53,0,0,2025-09-04 17:17:51
25.2,0,0,2025-09-04 17:17:52
25.94,0,0,2025-09-04 17:17:53
25.53,0,0,2025-09-04 17:17:54
25.69,0,0,2025-09-04 17:17:55
25.45,0,0,2025-09-04 17:17:56
25.29,0,0,2025-09-04 17:17:57
25.2,0,0,2025-09-04 17:17:58
25.45,0,0,2025-09-04 17:17:59
25.53,0,0,2025-09-04 17:18:00
25.45,0,0,2025-09-04 17:18:01
25.53,0,0,2025-09-04 17:18:02
25.45,0,0,2025-09-04 17:18:03
25.53,0,0,2025-09-04 17:18:04
25.29,0,0,2025-09-04 17:18:05
25.2,0,0,2025-09-04 17:18:06
25.12,0,0,2025-09-04 17:18:07
25.29,0,0,2025-09-04 17:18:08
25.29,0,0,2025-09-04 17:18:09
25.29,0,0,2025-09-04 17:18:10
25.37,0,0,2025-09-04 17:18:11
25.37,0,0,2025-09-04 17:18:12
25.04,0,0,2025-09-04 17:18:13
25.12,0,0,2025-09-04 17:18:14
25.2,0,0,2025-09-04 17:18:15
25.12,0,0,2025-09-04 17:18:16
25.2,0,0,2025-09-04 17:18:17
25.78,0,0,2025-09-04 17:18:18
25.2,0,0,2025-09-04 17:18:19
25.04,0,0,2025-09-04 17:18:21
25.12,0,0,2025-09-04 17:18:22
25.12,0,0,2025-09-04 17:18:23
25.45,0,0,2025-09-04 17:18:24
25.12,0,0,2025-09-04 17:18:25
25.53,0,0,2025-09-04 17:18:26
24.88,0,0,2025-09-04 17:18:27
25.53,0,0,2025-09-04 17:18:28
25.04,0,0,2025-09-04 17:18:29
25.04,0,0,2025-09-04 17:18:30
25.04,0,0,2025-09-04 17:18:31
25.29,0,0,2025-09-04 17:18:32
25.53,0,0,2025-09-04 17:18:33
24.96,0,0,2025-09-04 17:18:34
24.8,0,0,2025-09-04 17:18:35
25.2,0,0,2025-09-04 17:18:36
25.53,0,0,2025-09-04 17:18:37
25.04,0,0,2025-09-04 17:18:38
25.29,0,0,2025-09-04 17:18:39
25.04,0,0,2025-09-04 17:18:40
25.12,0,0,2025-09-04 17:18:41
25.04,0,0,2025-09-04 17:18:42
24.88,0,0,2025-09-04 17:18:43
24.96,0,0,2025-09-04 17:18:44
24.39,0,0,2025-09-04 17:18:45
25.37,0,0,2025-09-04 17:18:46
24.96,0,0,2025-09-04 17:18:47
24.63,0,0,2025-09-04 17:18:48
25.45,0,0,2025-09-04 17:18:49
23.99,0,0,2025-09-04 17:18:50
24.96,0,0,2025-09-04 17:18:51
24.88,0,0,2025-09-04 17:18:52
25.37,0,0,2025-09-04 17:18:53
24.63,0,0,2025-09-04 17:18:54
25.37,0,0,2025-09-04 17:18:55
24.63,0,0,2025-09-04 17:18:56
25.04,0,0,2025-09-04 17:18:57
24.39,0,0,2025-09-04 17:18:58
24.96,0,0,2025-09-04 17:18:59
24.63,0,0,2025-09-04 17:19:00
25.12,0,0,2025-09-04 17:19:01
24.63,0,0,2025-09-04 17:19:02
24.88,0,0,2025-09-04 17:19:03
24.96,0,0,2025-09-04 17:19:04
24.8,0,0,2025-09-04 17:19:05
24.96,0,0,2025-09-04 17:19:06
25.2,0,0,2025-09-04 17:19:07
24.88,0,0,2025-09-04 17:19:08
24.55,0,0,2025-09-04 17:19:09
25.12,0,0,2025-09-04 17:19:10
24.72,0,0,2025-09-04 17:19:11
24.96,0,0,2025-09-04 17:19:12
24.63,0,0,2025-09-04 17:19:13
24.31,0,0,2025-09-04 17:19:14
24.8,0,0,2025-09-04 17:19:15
24.63,0,0,2025-09-04 17:19:16
25.12,0,0,2025-09-04 17:19:16
24.47,0,0,2025-09-04 17:19:17
25.45,0,0,2025-09-04 17:19:18
25.04,0,0,2025-09-04 17:19:19
25.61,0,0,2025-09-04 17:19:20
24.55,0,0,2025-09-04 17:19:21
24.72,0,0,2025-09-04 17:19:22
24.55,0,0,2025-09-04 17:19:23
24.39,0,0,2025-09-04 17:19:24
24.63,0,0,2025-09-04 17:19:25
24.88,0,0,2025-09-04 17:19:26
25.12,0,0,2025-09-04 17:19:27
23.82,0,0,2025-09-04 17:19:28
25.12,0,0,2025-09-04 17:19:29
24.47,0,0,2025-09-04 17:19:30
24.8,0,0,2025-09-04 17:19:31
24.47,0,0,2025-09-04 17:19:32
24.96,0,0,2025-09-04 17:19:33
24.8,0,0,2025-09-04 17:19:34
24.72,0,0,2025-09-04 17:19:35
24.63,0,0,2025-09-04 17:19:36
24.23,0,0,2025-09-04 17:19:37
25.2,0,0,2025-09-04 17:19:38
24.47,0,0,2025-09-04 17:19:39
24.31,0,0,2025-09-04 17:19:40
24.55,0,0,2025-09-04 17:19:41
24.8,0,0,2025-09-04 17:19:42
24.47,0,0,2025-09-04 17:19:43
24.88,0,0,2025-09-04 17:19:44
24.47,0,0,2025-09-04 17:19:45
24.55,0,0,2025-09-04 17:19:46
24.63,0,0,2025-09-04 17:19:47
24.72,0,0,2025-09-04 17:19:48
24.39,0,0,2025-09-04 17:19:49
24.8,0,0,2025-09-04 17:19:50
24.47,0,0,2025-09-04 17:19:51
23.99,0,0,2025-09-04 17:19:52
24.47,0,0,2025-09-04 17:19:53
24.55,0,0,2025-09-04 17:19:54
24.15,0,0,2025-09-04 17:19:55
24.8,0,0,2025-09-04 17:19:56
25.29,0,0,2025-09-04 17:19:57
24.47,0,0,2025-09-04 17:19:58
24.39,0,0,2025-09-04 17:19:59
24.8,0,0,2025-09-04 17:20:00
24.23,0,0,2025-09-04 17:20:01
24.88,0,0,2025-09-04 17:20:02
24.15,0,0,2025-09-04 17:20:03
24.47,0,0,2025-09-04 17:20:04
24.31,0,0,2025-09-04 17:20:05
24.39,0,0,2025-09-04 17:20:06
24.39,0,0,2025-09-04 17:20:07
24.23,0,0,2025-09-04 17:20:08
24.63,0,0,2025-09-04 17:20:09
23.9,0,0,2025-09-04 17:20:10
23.74,0,0,2025-09-04 17:20:11
23.82,0,0,2025-09-04 17:20:13
24.55,0,0,2025-09-04 17:20:14
24.15,0,0,2025-09-04 17:20:15
25.12,0,0,2025-09-04 17:20:16
24.15,0,0,2025-09-04 17:20:17
24.63,0,0,2025-09-04 17:20:18
24.23,0,0,2025-09-04 17:20:19
24.88,0,0,2025-09-04 17:20:20
24.31,0,0,2025-09-04 17:20:21
24.31,0,0,2025-09-04 17:20:22
24.39,0,0,2025-09-04 17:20:23
24.72,0,0,2025-09-04 17:20:24
24.31,0,0,2025-09-04 17:20:25
24.23,0,0,2025-09-04 17:20:26
24.31,0,0,2025-09-04 17:20:27
24.23,0,0,2025-09-04 17:20:28
24.72,0,0,2025-09-04 17:20:29
23.99,0,0,2025-09-04 17:20:30
24.39,0,0,2025-09-04 17:20:31
24.23,0,0,2025-09-04 17:20:32
23.66,0,0,2025-09-04 17:20:33
24.39,0,0,2025-09-04 17:20:34
24.31,0,0,2025-09-04 17:20:35
24.23,0,0,2025-09-04 17:20:36
24.23,0,0,2025-09-04 17:20:37
24.47,0,0,2025-09-04 17:20:38
24.15,0,0,2025-09-04 17:20:39
24.55,0,0,2025-09-04 17:20:40
24.15,0,0,2025-09-04 17:20:41
24.47,0,0,2025-09-04 17:20:42
24.72,0,0,2025-09-04 17:20:43
24.07,0,0,2025-09-04 17:20:44
24.23,0,0,2025-09-04 17:20:45
24.23,0,0,2025-09-04 17:20:46
23.9,0,0,2025-09-04 17:20:47
24.31,0,0,2025-09-04 17:20:48
24.15,0,0,2025-09-04 17:20:49
23.99,0,0,2025-09-04 17:20:50
24.07,0,0,2025-09-04 17:20:51
23.99,0,0,2025-09-04 17:20:52
23.9,0,0,2025-09-04 17:20:53
24.47,0,0,2025-09-04 17:20:54
24.15,0,0,2025-09-04 17:20:55
24.07,0,0,2025-09-04 17:20:56
24.15,0,0,2025-09-04 17:20:57
24.07,0,0,2025-09-04 17:20:58
23.74,0,0,2025-09-04 17:20:59
23.82,0,0,2025-09-04 17:21:00
23.74,0,0,2025-09-04 17:21:01
23.5,0,0,2025-09-04 17:21:02
24.39,0,0,2025-09-04 17:21:03
24.55,0,0,2025-09-04 17:21:04
24.15,0,0,2025-09-04 17:21:05
23.9,0,0,2025-09-04 17:21:06
23.58,0,0,2025-09-04 17:21:07
24.07,0,0,2025-09-04 17:21:08
24.23,0,0,2025-09-04 17:21:09
24.07,0,0,2025-09-04 17:21:10
24.31,0,0,2025-09-04 17:21:11
23.99,0,0,2025-09-04 17:21:12
23.99,0,0,2025-09-04 17:21:13
24.47,0,0,2025-09-04 17:21:14
23.66,0,0,2025-09-04 17:21:15
23.99,0,0,2025-09-04 17:21:16
24.23,0,0,2025-09-04 17:21:17
24.15,0,0,2025-09-04 17:21:18
23.66,0,0,2025-09-04 17:21:19
23.9,0,0,2025-09-04 17:21:20
23.99,0,0,2025-09-04 17:21:21
23.9,0,0,2025-09-04 17:21:22
24.15,0,0,2025-09-04 17:21:23
24.07,0,0,2025-09-04 17:21:24
24.07,0,0,2025-09-04 17:21:25
23.82,0,0,2025-09-04 17:21:26
23.99,0,0,2025-09-04 17:21:27
23.9,0,0,2025-09-04 17:21:28
24.07,0,0,2025-09-04 17:21:29
24.07,0,0,2025-09-04 17:21:30
23.99,0,0,2025-09-04 17:21:31
23.82,0,0,2025-09-04 17:21:32
23.82,0,0,2025-09-04 17:21:33
23.82,0,0,2025-09-04 17:21:34
23.82,0,0,2025-09-04 17:21:35
23.82,0,0,2025-09-04 17:21:36
23.74,0,0,2025-09-04 17:21:37
23.66,0,0,2025-09-04 17:21:38
23.66,0,0,2025-09-04 17:21:39
23.99,0,0,2025-09-04 17:21:40
23.99,0,0,2025-09-04 17:21:41
23.82,0,0,2025-09-04 17:21:42
24.07,0,0,2025-09-04 17:21:43
23.9,0,0,2025-09-04 17:21:44
24.47,0,0,2025-09-04 17:21:45
23.74,0,0,2025-09-04 17:21:46
23.74,0,0,2025-09-04 17:21:47
23.99,0,0,2025-09-04 17:21:48
23.9,0,0,2025-09-04 17:21:49
24.07,0,0,2025-09-04 17:21:50
23.82,0,0,2025-09-04 17:21:51
23.58,0,0,2025-09-04 17:21:52
23.9,0,0,2025-09-04 17:21:53
23.58,0,0,2025-09-04 17:21:54
24.07,0,0,2025-09-04 17:21:54
23.66,0,0,2025-09-04 17:21:56
23.9,0,0,2025-09-04 17:21:56
23.74,0,0,2025-09-04 17:21:58
23.99,0,0,2025-09-04 17:21:58
23.82,0,0,2025-09-04 17:21:59
24.15,0,0,2025-09-04 17:22:00
23.99,0,0,2025-09-04 17:22:01
23.99,0,0,2025-09-04 17:22:02
22.94,0,0,2025-09-04 17:22:03
23.74,0,0,2025-09-04 17:22:04
24.15,0,0,2025-09-04 17:22:05
23.74,0,0,2025-09-04 17:22:06
23.66,0,0,2025-09-04 17:22:07
23.74,0,0,2025-09-04 17:22:08
23.42,0,0,2025-09-04 17:22:09
23.66,0,0,2025-09-04 17:22:10
23.82,0,0,2025-09-04 17:22:11
23.42,0,0,2025-09-04 17:22:12
24.31,0,0,2025-09-04 17:22:13
23.82,0,0,2025-09-04 17:22:14
23.9,0,0,2025-09-04 17:22:15
23.82,0,0,2025-09-04 17:22:16
23.74,0,0,2025-09-04 17:22:17
23.5,0,0,2025-09-04 17:22:18
23.74,0,0,2025-09-04 17:22:19
23.82,0,0,2025-09-04 17:22:20
23.82,0,0,2025-09-04 17:22:21
23.99,0,0,2025-09-04 17:22:22
23.82,0,0,2025-09-04 17:22:23
23.82,0,0,2025-09-04 17:22:24
23.42,0,0,2025-09-04 17:22:25
23.82,0,0,2025-09-04 17:22:26
23.58,0,0,2025-09-04 17:22:27
23.58,0,0,2025-09-04 17:22:28
23.66,0,0,2025-09-04 17:22:30
23.82,0,0,2025-09-04 17:22:31
23.66,0,0,2025-09-04 17:22:32
23.5,0,0,2025-09-04 17:22:33
23.5,0,0,2025-09-04 17:22:34
23.82,0,0,2025-09-04 17:22:35
23.74,0,0,2025-09-04 17:22:36
23.82,0,0,2025-09-04 17:22:37
23.58,0,0,2025-09-04 17:22:38
23.42,0,0,2025-09-04 17:22:39
23.5,0,0,2025-09-04 17:22:40
23.58,0,0,2025-09-04 17:22:41
23.9,0,0,2025-09-04 17:22:42
23.74,0,0,2025-09-04 17:22:43
23.42,0,0,2025-09-04 17:22:44
23.74,0,0,2025-09-04 17:22:45
23.66,0,0,2025-09-04 17:22:46
23.58,0,0,2025-09-04 17:22:47
23.42,0,0,2025-09-04 17:22:48
23.5,0,0,2025-09-04 17:22:49
23.34,0,0,2025-09-04 17:22:50
23.66,0,0,2025-09-04 17:22:51
23.5,0,0,2025-09-04 17:22:52
23.82,0,0,2025-09-04 17:22:53
23.74,0,0,2025-09-04 17:22:54
23.42,0,0,2025-09-04 17:22:55
23.5,0,0,2025-09-04 17:22:56
23.58,0,0,2025-09-04 17:22:57
23.82,0,0,2025-09-04 17:22:58
23.42,0,0,2025-09-04 17:22:59
23.5,0,0,2025-09-04 17:23:00
23.5,0,0,2025-09-04 17:23:01
23.58,0,0,2025-09-04 17:23:02
23.82,0,0,2025-09-04 17:23:03
23.58,0,0,2025-09-04 17:23:04
22.94,0,0,2025-09-04 17:23:05
23.42,0,0,2025-09-04 17:23:06
23.42,0,0,2025-09-04 17:23:07
23.18,0,0,2025-09-04 17:23:08
23.58,0,0,2025-09-04 17:23:09
23.5,0,0,2025-09-04 17:23:10
23.42,0,0,2025-09-04 17:23:11
23.18,0,0,2025-09-04 17:23:12
23.82,0,0,2025-09-04 17:23:13
23.58,0,0,2025-09-04 17:23:14
23.58,0,0,2025-09-04 17:23:15
23.66,0,0,2025-09-04 17:23:16
23.66,0,0,2025-09-04 17:23:17
23.58,0,0,2025-09-04 17:23:18
23.5,0,0,2025-09-04 17:23:19
23.42,0,0,2025-09-04 17:23:20
23.18,0,0,2025-09-04 17:23:21
23.26,0,0,2025-09-04 17:23:22
23.42,0,0,2025-09-04 17:23:23
23.34,0,0,2025-09-04 17:23:24
23.34,0,0,2025-09-04 17:23:25
23.58,0,0,2025-09-04 17:23:26
23.82,0,0,2025-09-04 17:23:27
23.5,0,0,2025-09-04 17:23:28
23.26,0,0,2025-09-04 17:23:29
23.66,0,0,2025-09-04 17:23:30
23.34,0,0,2025-09-04 17:23:31
23.5,0,0,2025-09-04 17:23:32
23.58,0,0,2025-09-04 17:23:33
23.34,0,0,2025-09-04 17:23:34
23.5,0,0,2025-09-04 17:23:35
23.82,0,0,2025-09-04 17:23:36
23.34,0,0,2025-09-04 17:23:37
23.5,0,0,2025-09-04 17:23:38
23.42,0,0,2025-09-04 17:23:39
22.94,0,0,2025-09-04 17:23:40
23.42,0,0,2025-09-04 17:23:41
