Temperatura,Potencia Bombilla,Potencia Ventilador,Fecha
22.45,100,0,2025-09-04 16:44:23
21.81,100,0,2025-09-04 16:44:24
22.53,100,0,2025-09-04 16:44:25
22.45,100,0,2025-09-04 16:44:26
22.05,100,0,2025-09-04 16:44:27
21.49,100,0,2025-09-04 16:44:28
22.61,100,0,2025-09-04 16:44:29
23.18,100,0,2025-09-04 16:44:30
23.34,100,0,2025-09-04 16:44:31
22.85,100,0,2025-09-04 16:44:32
23.18,100,0,2025-09-04 16:44:33
22.61,100,0,2025-09-04 16:44:34
22.94,100,0,2025-09-04 16:44:35
22.29,100,0,2025-09-04 16:44:36
21.97,100,0,2025-09-04 16:44:37
23.02,100,0,2025-09-04 16:44:38
23.34,100,0,2025-09-04 16:44:39
23.26,100,0,2025-09-04 16:44:40
23.74,100,0,2025-09-04 16:44:41
23.1,100,0,2025-09-04 16:44:42
23.42,100,0,2025-09-04 16:44:43
23.5,100,0,2025-09-04 16:44:44
23.26,100,0,2025-09-04 16:44:45
23.5,100,0,2025-09-04 16:44:46
23.5,100,0,2025-09-04 16:44:47
23.34,100,0,2025-09-04 16:44:48
23.26,100,0,2025-09-04 16:44:49
22.94,100,0,2025-09-04 16:44:50
23.58,100,0,2025-09-04 16:44:51
23.42,100,0,2025-09-04 16:44:52
23.1,100,0,2025-09-04 16:44:53
23.34,100,0,2025-09-04 16:44:54
23.1,100,0,2025-09-04 16:44:55
23.26,100,0,2025-09-04 16:44:56
23.5,100,0,2025-09-04 16:44:57
23.58,100,0,2025-09-04 16:44:58
23.42,100,0,2025-09-04 16:44:59
23.34,100,0,2025-09-04 16:45:00
23.58,100,0,2025-09-04 16:45:01
23.5,100,0,2025-09-04 16:45:02
22.69,100,0,2025-09-04 16:45:03
23.34,100,0,2025-09-04 16:45:04
23.66,100,0,2025-09-04 16:45:05
23.42,100,0,2025-09-04 16:45:06
23.5,100,0,2025-09-04 16:45:07
23.58,100,0,2025-09-04 16:45:08
23.74,100,0,2025-09-04 16:45:10
23.5,100,0,2025-09-04 16:45:11
23.42,100,0,2025-09-04 16:45:12
23.66,100,0,2025-09-04 16:45:13
23.5,100,0,2025-09-04 16:45:14
23.42,100,0,2025-09-04 16:45:15
23.34,100,0,2025-09-04 16:45:16
24.15,100,0,2025-09-04 16:45:17
23.82,100,0,2025-09-04 16:45:18
23.99,100,0,2025-09-04 16:45:19
23.58,100,0,2025-09-04 16:45:20
23.58,100,0,2025-09-04 16:45:21
22.85,100,0,2025-09-04 16:45:22
24.31,100,0,2025-09-04 16:45:23
23.74,100,0,2025-09-04 16:45:24
23.66,100,0,2025-09-04 16:45:25
23.9,100,0,2025-09-04 16:45:26
23.5,100,0,2025-09-04 16:45:27
24.55,100,0,2025-09-04 16:45:28
23.99,100,0,2025-09-04 16:45:29
23.42,100,0,2025-09-04 16:45:30
23.99,100,0,2025-09-04 16:45:31
24.55,100,0,2025-09-04 16:45:32
23.99,100,0,2025-09-04 16:45:33
24.31,100,0,2025-09-04 16:45:34
23.9,100,0,2025-09-04 16:45:35
23.66,100,0,2025-09-04 16:45:36
23.1,100,0,2025-09-04 16:45:37
23.58,100,0,2025-09-04 16:45:38
23.66,100,0,2025-09-04 16:45:39
24.31,100,0,2025-09-04 16:45:39
24.07,100,0,2025-09-04 16:45:40
24.39,100,0,2025-09-04 16:45:41
24.31,100,0,2025-09-04 16:45:42
23.82,100,0,2025-09-04 16:45:43
24.39,100,0,2025-09-04 16:45:44
24.47,100,0,2025-09-04 16:45:45
24.23,100,0,2025-09-04 16:45:46
23.99,100,0,2025-09-04 16:45:47
23.58,100,0,2025-09-04 16:45:48
24.31,100,0,2025-09-04 16:45:49
24.72,100,0,2025-09-04 16:45:50
24.72,100,0,2025-09-04 16:45:51
24.63,100,0,2025-09-04 16:45:52
24.72,100,0,2025-09-04 16:45:53
24.72,100,0,2025-09-04 16:45:54
24.47,100,0,2025-09-04 16:45:55
24.55,100,0,2025-09-04 16:45:56
24.88,100,0,2025-09-04 16:45:57
24.8,100,0,2025-09-04 16:45:58
24.72,100,0,2025-09-04 16:45:59
24.8,100,0,2025-09-04 16:46:00
24.8,100,0,2025-09-04 16:46:01
24.88,100,0,2025-09-04 16:46:02
24.63,100,0,2025-09-04 16:46:03
24.96,100,0,2025-09-04 16:46:04
24.8,100,0,2025-09-04 16:46:05
24.72,100,0,2025-09-04 16:46:06
24.72,100,0,2025-09-04 16:46:07
25.04,100,0,2025-09-04 16:46:08
25.12,100,0,2025-09-04 16:46:09
25.04,100,0,2025-09-04 16:46:10
24.63,100,0,2025-09-04 16:46:11
24.63,100,0,2025-09-04 16:46:12
24.88,100,0,2025-09-04 16:46:13
25.12,100,0,2025-09-04 16:46:14
25.12,100,0,2025-09-04 16:46:15
24.72,100,0,2025-09-04 16:46:16
25.04,100,0,2025-09-04 16:46:17
25.12,100,0,2025-09-04 16:46:18
25.12,100,0,2025-09-04 16:46:19
25.12,100,0,2025-09-04 16:46:20
25.2,100,0,2025-09-04 16:46:21
24.8,100,0,2025-09-04 16:46:22
25.12,100,0,2025-09-04 16:46:23
24.96,100,0,2025-09-04 16:46:24
23.9,100,0,2025-09-04 16:46:25
25.04,100,0,2025-09-04 16:46:26
25.04,100,0,2025-09-04 16:46:27
25.45,100,0,2025-09-04 16:46:28
25.53,100,0,2025-09-04 16:46:29
25.37,100,0,2025-09-04 16:46:30
25.37,100,0,2025-09-04 16:46:31
26.19,100,0,2025-09-04 16:46:32
25.2,100,0,2025-09-04 16:46:33
25.2,100,0,2025-09-04 16:46:34
24.96,100,0,2025-09-04 16:46:35
25.12,100,0,2025-09-04 16:46:36
25.29,100,0,2025-09-04 16:46:37
25.04,100,0,2025-09-04 16:46:38
24.96,100,0,2025-09-04 16:46:39
24.96,100,0,2025-09-04 16:46:40
25.04,100,0,2025-09-04 16:46:41
25.53,100,0,2025-09-04 16:46:42
26.27,100,0,2025-09-04 16:46:43
25.04,100,0,2025-09-04 16:46:44
25.45,100,0,2025-09-04 16:46:45
25.12,100,0,2025-09-04 16:46:46
24.8,100,0,2025-09-04 16:46:47
25.45,100,0,2025-09-04 16:46:48
25.53,100,0,2025-09-04 16:46:49
25.53,100,0,2025-09-04 16:46:50
25.29,100,0,2025-09-04 16:46:51
24.47,100,0,2025-09-04 16:46:52
25.2,100,0,2025-09-04 16:46:53
25.45,100,0,2025-09-04 16:46:54
25.2,100,0,2025-09-04 16:46:55
25.29,100,0,2025-09-04 16:46:56
25.04,100,0,2025-09-04 16:46:57
25.45,100,0,2025-09-04 16:46:58
25.53,100,0,2025-09-04 16:46:59
25.04,100,0,2025-09-04 16:47:00
24.63,100,0,2025-09-04 16:47:01
25.53,100,0,2025-09-04 16:47:02
25.69,100,0,2025-09-04 16:47:03
25.69,100,0,2025-09-04 16:47:04
25.94,100,0,2025-09-04 16:47:05
25.45,100,0,2025-09-04 16:47:06
25.53,100,0,2025-09-04 16:47:07
25.29,100,0,2025-09-04 16:47:08
25.69,100,0,2025-09-04 16:47:09
25.37,100,0,2025-09-04 16:47:10
25.12,100,0,2025-09-04 16:47:11
25.37,100,0,2025-09-04 16:47:12
25.04,100,0,2025-09-04 16:47:13
25.45,100,0,2025-09-04 16:47:14
25.37,100,0,2025-09-04 16:47:15
25.53,100,0,2025-09-04 16:47:16
26.19,100,0,2025-09-04 16:47:17
25.2,100,0,2025-09-04 16:47:18
26.02,90,0,2025-09-04 16:47:19
25.29,90,0,2025-09-04 16:47:20
25.37,90,0,2025-09-04 16:47:21
25.86,90,0,2025-09-04 16:47:22
25.61,90,0,2025-09-04 16:47:23
25.69,100,0,2025-09-04 16:47:24
24.88,100,0,2025-09-04 16:47:25
25.12,100,0,2025-09-04 16:47:26
24.15,100,0,2025-09-04 16:47:27
25.45,100,0,2025-09-04 16:47:28
25.86,100,0,2025-09-04 16:47:29
25.61,100,0,2025-09-04 16:47:30
25.53,100,0,2025-09-04 16:47:31
26.02,100,0,2025-09-04 16:47:32
26.02,100,0,2025-09-04 16:47:34
24.96,100,0,2025-09-04 16:47:35
25.61,100,0,2025-09-04 16:47:36
25.61,100,0,2025-09-04 16:47:37
24.96,100,0,2025-09-04 16:47:38
24.88,100,0,2025-09-04 16:47:39
26.1,100,0,2025-09-04 16:47:40
25.86,100,0,2025-09-04 16:47:41
24.63,100,0,2025-09-04 16:47:42
25.86,100,0,2025-09-04 16:47:43
25.86,100,0,2025-09-04 16:47:44
25.61,100,0,2025-09-04 16:47:45
25.37,100,0,2025-09-04 16:47:46
25.45,100,0,2025-09-04 16:47:47
25.69,100,0,2025-09-04 16:47:48
25.45,100,0,2025-09-04 16:47:49
25.61,100,0,2025-09-04 16:47:50
25.94,100,0,2025-09-04 16:47:51
25.69,100,0,2025-09-04 16:47:52
25.78,100,0,2025-09-04 16:47:53
25.69,100,0,2025-09-04 16:47:54
25.78,100,0,2025-09-04 16:47:55
25.53,100,0,2025-09-04 16:47:56
25.61,100,0,2025-09-04 16:47:57
25.78,100,0,2025-09-04 16:47:58
25.61,100,0,2025-09-04 16:47:59
25.78,100,0,2025-09-04 16:48:00
25.61,100,0,2025-09-04 16:48:01
25.45,100,0,2025-09-04 16:48:02
25.12,100,0,2025-09-04 16:48:03
25.94,100,0,2025-09-04 16:48:04
25.53,100,0,2025-09-04 16:48:05
26.1,100,0,2025-09-04 16:48:06
25.86,100,0,2025-09-04 16:48:07
26.6,100,0,2025-09-04 16:48:08
26.19,100,0,2025-09-04 16:48:09
25.69,100,0,2025-09-04 16:48:10
25.86,100,0,2025-09-04 16:48:11
26.1,100,0,2025-09-04 16:48:12
26.6,100,0,2025-09-04 16:48:13
26.52,100,0,2025-09-04 16:48:14
26.52,100,0,2025-09-04 16:48:15
26.19,100,0,2025-09-04 16:48:16
26.43,100,0,2025-09-04 16:48:17
26.02,100,0,2025-09-04 16:48:18
26.43,100,0,2025-09-04 16:48:19
25.86,100,0,2025-09-04 16:48:20
25.53,100,0,2025-09-04 16:48:21
26.1,100,0,2025-09-04 16:48:22
26.27,100,0,2025-09-04 16:48:23
26.68,100,0,2025-09-04 16:48:24
25.86,100,0,2025-09-04 16:48:25
26.19,100,0,2025-09-04 16:48:26
25.94,100,0,2025-09-04 16:48:27
25.53,100,0,2025-09-04 16:48:28
25.69,100,0,2025-09-04 16:48:29
26.6,100,0,2025-09-04 16:48:29
26.76,100,0,2025-09-04 16:48:30
25.86,100,0,2025-09-04 16:48:31
25.94,100,0,2025-09-04 16:48:32
26.27,100,0,2025-09-04 16:48:33
26.02,100,0,2025-09-04 16:48:34
26.35,100,0,2025-09-04 16:48:35
26.52,100,0,2025-09-04 16:48:36
26.52,100,0,2025-09-04 16:48:37
26.68,100,0,2025-09-04 16:48:38
26.85,100,0,2025-09-04 16:48:39
26.68,100,0,2025-09-04 16:48:40
26.76,100,0,2025-09-04 16:48:41
26.68,100,0,2025-09-04 16:48:42
26.76,100,0,2025-09-04 16:48:43
26.68,100,0,2025-09-04 16:48:44
26.52,100,0,2025-09-04 16:48:45
26.52,100,0,2025-09-04 16:48:46
26.43,100,0,2025-09-04 16:48:47
26.43,100,0,2025-09-04 16:48:48
26.43,100,0,2025-09-04 16:48:49
26.68,100,0,2025-09-04 16:48:50
26.68,100,0,2025-09-04 16:48:51
26.85,100,0,2025-09-04 16:48:52
26.85,100,0,2025-09-04 16:48:53
27.01,100,0,2025-09-04 16:48:54
27.01,100,0,2025-09-04 16:48:55
26.68,100,0,2025-09-04 16:48:56
27.01,100,0,2025-09-04 16:48:57
26.52,100,0,2025-09-04 16:48:58
27.09,100,0,2025-09-04 16:48:59
26.93,100,0,2025-09-04 16:49:00
26.93,100,0,2025-09-04 16:49:01
27.01,100,0,2025-09-04 16:49:02
26.85,100,0,2025-09-04 16:49:03
27.01,100,0,2025-09-04 16:49:04
26.76,100,0,2025-09-04 16:49:05
26.43,100,0,2025-09-04 16:49:06
27.01,100,0,2025-09-04 16:49:07
27.09,100,0,2025-09-04 16:49:08
26.76,100,0,2025-09-04 16:49:09
26.68,100,0,2025-09-04 16:49:10
26.93,100,0,2025-09-04 16:49:11
26.6,100,0,2025-09-04 16:49:12
27.09,100,0,2025-09-04 16:49:13
26.52,100,0,2025-09-04 16:49:14
26.19,100,0,2025-09-04 16:49:15
27.67,100,0,2025-09-04 16:49:16
26.93,100,0,2025-09-04 16:49:17
27.67,100,0,2025-09-04 16:49:18
27.43,100,0,2025-09-04 16:49:19
27.43,100,0,2025-09-04 16:49:20
27.18,100,0,2025-09-04 16:49:21
27.51,100,0,2025-09-04 16:49:22
27.43,100,0,2025-09-04 16:49:23
27.34,100,0,2025-09-04 16:49:24
27.34,100,0,2025-09-04 16:49:25
27.01,100,0,2025-09-04 16:49:26
27.51,100,0,2025-09-04 16:49:27
27.34,100,0,2025-09-04 16:49:28
27.59,100,0,2025-09-04 16:49:29
28.09,100,0,2025-09-04 16:49:30
27.51,100,0,2025-09-04 16:49:31
27.18,100,0,2025-09-04 16:49:32
27.34,100,0,2025-09-04 16:49:33
27.01,100,0,2025-09-04 16:49:35
26.19,100,0,2025-09-04 16:49:36
27.34,100,0,2025-09-04 16:49:37
27.09,100,0,2025-09-04 16:49:38
26.68,100,0,2025-09-04 16:49:39
26.85,100,0,2025-09-04 16:49:40
27.18,100,0,2025-09-04 16:49:41
26.68,100,0,2025-09-04 16:49:42
26.85,100,0,2025-09-04 16:49:43
27.09,100,0,2025-09-04 16:49:44
27.43,100,0,2025-09-04 16:49:45
26.68,100,0,2025-09-04 16:49:46
26.85,100,0,2025-09-04 16:49:47
27.34,100,0,2025-09-04 16:49:48
27.34,100,0,2025-09-04 16:49:49
27.01,100,0,2025-09-04 16:49:50
27.51,100,0,2025-09-04 16:49:51
27.59,100,0,2025-09-04 16:49:52
27.76,100,0,2025-09-04 16:49:53
27.26,100,0,2025-09-04 16:49:54
26.93,100,0,2025-09-04 16:49:55
27.18,100,0,2025-09-04 16:49:56
26.6,100,0,2025-09-04 16:49:57
27.43,100,0,2025-09-04 16:49:58
27.43,100,0,2025-09-04 16:49:59
26.76,100,0,2025-09-04 16:50:00
26.19,100,0,2025-09-04 16:50:01
27.43,100,0,2025-09-04 16:50:02
27.09,100,0,2025-09-04 16:50:03
27.09,100,0,2025-09-04 16:50:04
27.43,100,0,2025-09-04 16:50:05
27.43,100,0,2025-09-04 16:50:06
27.34,100,0,2025-09-04 16:50:07
27.26,100,0,2025-09-04 16:50:08
27.43,100,0,2025-09-04 16:50:09
26.93,100,0,2025-09-04 16:50:10
27.26,100,0,2025-09-04 16:50:11
27.09,100,0,2025-09-04 16:50:12
27.43,100,0,2025-09-04 16:50:13
27.01,100,0,2025-09-04 16:50:14
27.09,100,0,2025-09-04 16:50:15
27.51,100,0,2025-09-04 16:50:16
27.26,100,0,2025-09-04 16:50:17
26.93,100,0,2025-09-04 16:50:18
27.18,100,0,2025-09-04 16:50:19
27.26,100,0,2025-09-04 16:50:20
27.84,100,0,2025-09-04 16:50:21
27.51,100,0,2025-09-04 16:50:22
27.76,100,0,2025-09-04 16:50:23
27.59,100,0,2025-09-04 16:50:24
27.67,100,0,2025-09-04 16:50:25
27.43,100,0,2025-09-04 16:50:26
27.59,100,0,2025-09-04 16:50:27
27.09,100,0,2025-09-04 16:50:28
27.51,0,0,2025-09-04 16:50:29
28.93,0,0,2025-09-04 16:50:30
29.1,0,0,2025-09-04 16:50:31
28.85,0,0,2025-09-04 16:50:32
29.02,0,0,2025-09-04 16:50:33
29.18,0,0,2025-09-04 16:50:34
29.1,0,0,2025-09-04 16:50:35
29.44,0,0,2025-09-04 16:50:36
29.1,0,0,2025-09-04 16:50:37
29.02,0,0,2025-09-04 16:50:38
28.51,0,0,2025-09-04 16:50:39
29.35,0,0,2025-09-04 16:50:40
29.69,0,0,2025-09-04 16:50:41
28.93,0,0,2025-09-04 16:50:42
28.76,0,0,2025-09-04 16:50:43
28.85,0,0,2025-09-04 16:50:44
28.76,0,0,2025-09-04 16:50:45
28.68,0,0,2025-09-04 16:50:46
28.43,0,0,2025-09-04 16:50:47
28.85,0,0,2025-09-04 16:50:48
28.76,0,0,2025-09-04 16:50:49
28.68,0,0,2025-09-04 16:50:50
28.59,0,0,2025-09-04 16:50:51
28.34,0,0,2025-09-04 16:50:52
28.59,0,0,2025-09-04 16:50:53
28.43,0,0,2025-09-04 16:50:54
28.85,0,0,2025-09-04 16:50:55
28.59,0,0,2025-09-04 16:50:56
28.43,0,0,2025-09-04 16:50:57
28.59,0,0,2025-09-04 16:50:58
28.18,0,0,2025-09-04 16:50:59
28.85,0,0,2025-09-04 16:51:00
28.51,0,0,2025-09-04 16:51:01
28.43,0,0,2025-09-04 16:51:02
28.51,0,0,2025-09-04 16:51:03
28.18,0,0,2025-09-04 16:51:04
28.43,0,0,2025-09-04 16:51:05
28.26,0,0,2025-09-04 16:51:06
28.34,0,0,2025-09-04 16:51:07
28.43,0,0,2025-09-04 16:51:07
28.26,0,0,2025-09-04 16:51:08
27.92,0,0,2025-09-04 16:51:09
27.51,0,0,2025-09-04 16:51:10
28.09,0,0,2025-09-04 16:51:11
28.09,0,0,2025-09-04 16:51:12
27.92,0,0,2025-09-04 16:51:13
28.01,0,0,2025-09-04 16:51:14
27.92,0,0,2025-09-04 16:51:15
28.18,0,0,2025-09-04 16:51:16
27.84,0,0,2025-09-04 16:51:17
28.26,0,0,2025-09-04 16:51:18
27.92,0,0,2025-09-04 16:51:19
27.76,0,0,2025-09-04 16:51:20
27.59,0,0,2025-09-04 16:51:21
28.18,0,0,2025-09-04 16:51:22
27.84,0,0,2025-09-04 16:51:23
27.43,0,0,2025-09-04 16:51:24
27.76,0,0,2025-09-04 16:51:25
27.76,0,0,2025-09-04 16:51:26
27.84,0,0,2025-09-04 16:51:27
27.76,0,0,2025-09-04 16:51:28
27.76,0,0,2025-09-04 16:51:29
27.67,0,0,2025-09-04 16:51:30
27.76,0,0,2025-09-04 16:51:31
27.59,0,0,2025-09-04 16:51:32
27.59,0,0,2025-09-04 16:51:33
27.34,0,0,2025-09-04 16:51:34
27.43,0,0,2025-09-04 16:51:35
27.59,0,0,2025-09-04 16:51:36
27.67,0,0,2025-09-04 16:51:37
27.51,0,0,2025-09-04 16:51:38
27.59,0,0,2025-09-04 16:51:39
27.51,0,0,2025-09-04 16:51:40
27.67,0,0,2025-09-04 16:51:41
27.34,0,0,2025-09-04 16:51:42
27.34,0,0,2025-09-04 16:51:43
27.43,0,0,2025-09-04 16:51:45
27.76,0,0,2025-09-04 16:51:46
27.51,0,0,2025-09-04 16:51:47
27.18,0,0,2025-09-04 16:51:48
27.51,0,0,2025-09-04 16:51:49
27.26,0,0,2025-09-04 16:51:50
27.26,0,0,2025-09-04 16:51:51
27.43,0,0,2025-09-04 16:51:52
27.26,0,0,2025-09-04 16:51:53
27.01,0,0,2025-09-04 16:51:54
27.18,0,0,2025-09-04 16:51:55
27.01,0,0,2025-09-04 16:51:56
27.18,0,0,2025-09-04 16:51:57
27.84,0,0,2025-09-04 16:51:58
27.34,0,0,2025-09-04 16:51:59
26.43,0,0,2025-09-04 16:52:00
27.34,0,0,2025-09-04 16:52:01
27.09,0,0,2025-09-04 16:52:02
27.18,0,0,2025-09-04 16:52:03
27.18,0,0,2025-09-04 16:52:04
27.18,0,0,2025-09-04 16:52:05
27.09,0,0,2025-09-04 16:52:06
27.43,0,0,2025-09-04 16:52:07
27.18,0,0,2025-09-04 16:52:08
26.93,0,0,2025-09-04 16:52:09
26.93,0,0,2025-09-04 16:52:10
26.93,0,0,2025-09-04 16:52:11
26.85,0,0,2025-09-04 16:52:12
27.09,0,0,2025-09-04 16:52:13
26.93,0,0,2025-09-04 16:52:14
26.85,0,0,2025-09-04 16:52:15
26.93,0,0,2025-09-04 16:52:16
27.01,0,0,2025-09-04 16:52:17
26.85,0,0,2025-09-04 16:52:18
27.01,0,0,2025-09-04 16:52:19
26.6,0,0,2025-09-04 16:52:20
27.01,0,0,2025-09-04 16:52:21
26.85,0,0,2025-09-04 16:52:22
26.52,0,0,2025-09-04 16:52:23
26.6,0,0,2025-09-04 16:52:24
26.85,0,0,2025-09-04 16:52:25
26.85,0,0,2025-09-04 16:52:26
26.85,0,0,2025-09-04 16:52:27
26.85,0,0,2025-09-04 16:52:28
26.68,0,0,2025-09-04 16:52:29
27.09,0,0,2025-09-04 16:52:30
26.19,0,0,2025-09-04 16:52:31
26.76,0,0,2025-09-04 16:52:32
26.43,0,0,2025-09-04 16:52:33
27.01,0,0,2025-09-04 16:52:34
26.6,0,0,2025-09-04 16:52:35
26.68,0,0,2025-09-04 16:52:36
26.76,0,0,2025-09-04 16:52:37
26.76,0,0,2025-09-04 16:52:38
26.19,0,0,2025-09-04 16:52:39
26.27,0,0,2025-09-04 16:52:40
26.52,0,0,2025-09-04 16:52:41
26.35,0,0,2025-09-04 16:52:42
26.43,0,0,2025-09-04 16:52:43
26.35,0,0,2025-09-04 16:52:44
26.52,0,0,2025-09-04 16:52:45
26.19,0,0,2025-09-04 16:52:46
26.43,0,0,2025-09-04 16:52:47
26.35,0,0,2025-09-04 16:52:48
26.27,0,0,2025-09-04 16:52:49
26.43,0,0,2025-09-04 16:52:50
26.19,0,0,2025-09-04 16:52:51
26.35,0,0,2025-09-04 16:52:52
26.27,0,0,2025-09-04 16:52:53
26.27,0,0,2025-09-04 16:52:54
26.35,0,0,2025-09-04 16:52:55
26.6,0,0,2025-09-04 16:52:56
26.52,0,0,2025-09-04 16:52:57
26.35,0,0,2025-09-04 16:52:58
25.94,0,0,2025-09-04 16:52:59
26.27,0,0,2025-09-04 16:53:00
26.19,0,0,2025-09-04 16:53:01
26.27,0,0,2025-09-04 16:53:02
26.19,0,0,2025-09-04 16:53:03
26.1,0,0,2025-09-04 16:53:04
26.27,0,0,2025-09-04 16:53:05
26.1,0,0,2025-09-04 16:53:06
26.35,0,0,2025-09-04 16:53:07
25.78,0,0,2025-09-04 16:53:08
26.1,0,0,2025-09-04 16:53:09
26.02,0,0,2025-09-04 16:53:10
25.94,0,0,2025-09-04 16:53:11
26.1,0,0,2025-09-04 16:53:12
26.1,0,0,2025-09-04 16:53:13
25.94,0,0,2025-09-04 16:53:14
25.61,0,0,2025-09-04 16:53:15
26.19,0,0,2025-09-04 16:53:16
26.02,0,0,2025-09-04 16:53:17
25.78,0,0,2025-09-04 16:53:18
25.78,0,0,2025-09-04 16:53:19
25.78,0,0,2025-09-04 16:53:20
26.02,0,0,2025-09-04 16:53:21
26.02,0,0,2025-09-04 16:53:22
25.86,0,0,2025-09-04 16:53:23
25.78,0,0,2025-09-04 16:53:24
25.45,0,0,2025-09-04 16:53:25
25.86,0,0,2025-09-04 16:53:26
25.86,0,0,2025-09-04 16:53:28
25.94,0,0,2025-09-04 16:53:28
25.61,0,0,2025-09-04 16:53:29
25.86,0,0,2025-09-04 16:53:30
25.69,0,0,2025-09-04 16:53:31
25.37,0,0,2025-09-04 16:53:32
25.86,0,0,2025-09-04 16:53:33
25.78,0,0,2025-09-04 16:53:34
26.1,0,0,2025-09-04 16:53:35
25.78,0,0,2025-09-04 16:53:36
25.69,0,0,2025-09-04 16:53:37
25.53,0,0,2025-09-04 16:53:38
25.94,0,0,2025-09-04 16:53:39
25.69,0,0,2025-09-04 16:53:40
25.61,0,0,2025-09-04 16:53:41
25.78,0,0,2025-09-04 16:53:42
25.86,0,0,2025-09-04 16:53:43
25.53,0,0,2025-09-04 16:53:44
25.61,0,0,2025-09-04 16:53:45
25.61,0,0,2025-09-04 16:53:46
25.45,0,0,2025-09-04 16:53:47
25.53,0,0,2025-09-04 16:53:48
25.61,0,0,2025-09-04 16:53:49
25.69,0,0,2025-09-04 16:53:50
25.37,0,0,2025-09-04 16:53:51
25.61,0,0,2025-09-04 16:53:52
25.45,0,0,2025-09-04 16:53:53
25.37,0,0,2025-09-04 16:53:54
25.61,0,0,2025-09-04 16:53:55
25.12,0,0,2025-09-04 16:53:56
25.78,0,0,2025-09-04 16:53:57
25.45,0,0,2025-09-04 16:53:58
25.45,0,0,2025-09-04 16:53:59
25.29,0,0,2025-09-04 16:54:00
26.02,0,0,2025-09-04 16:54:01
25.29,0,0,2025-09-04 16:54:02
25.12,0,0,2025-09-04 16:54:03
25.29,0,0,2025-09-04 16:54:04
25.37,0,0,2025-09-04 16:54:05
25.29,0,0,2025-09-04 16:54:06
25.78,0,0,2025-09-04 16:54:07
25.45,0,0,2025-09-04 16:54:08
25.29,0,0,2025-09-04 16:54:09
25.37,0,0,2025-09-04 16:54:10
25.45,0,0,2025-09-04 16:54:11
25.53,0,0,2025-09-04 16:54:12
25.29,0,0,2025-09-04 16:54:13
25.2,0,0,2025-09-04 16:54:14
25.2,0,0,2025-09-04 16:54:15
25.37,0,0,2025-09-04 16:54:16
25.2,0,0,2025-09-04 16:54:17
25.29,0,0,2025-09-04 16:54:18
25.53,0,0,2025-09-04 16:54:19
25.12,0,0,2025-09-04 16:54:20
24.88,0,0,2025-09-04 16:54:21
24.88,0,0,2025-09-04 16:54:22
25.2,0,0,2025-09-04 16:54:23
25.12,0,0,2025-09-04 16:54:24
25.12,0,0,2025-09-04 16:54:25
25.29,0,0,2025-09-04 16:54:26
25.12,0,0,2025-09-04 16:54:27
25.12,0,0,2025-09-04 16:54:28
25.12,0,0,2025-09-04 16:54:29
24.72,0,0,2025-09-04 16:54:30
25.37,0,0,2025-09-04 16:54:31
24.96,0,0,2025-09-04 16:54:32
25.29,0,0,2025-09-04 16:54:33
24.8,0,0,2025-09-04 16:54:34
25.2,0,0,2025-09-04 16:54:35
25.12,0,0,2025-09-04 16:54:36
25.04,0,0,2025-09-04 16:54:37
24.47,0,0,2025-09-04 16:54:38
25.2,0,0,2025-09-04 16:54:39
